Sector Description,Registration Status,Municipality,Average Wage Men,Average Wage Women
Arsimi,Individual,ISTOG,196.0,245.71
Aktivitetet financiare dhe te sigurimit,Shoqëri akcionare,GRAÇANICË,424.6,412.73
Arsimi,SH.P.K.,LIPJAN,661.74,666.16
"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,GJILAN,337.5,300.0
Mungon aktiviteti, Bashkësi Fetare,MALISHEVË,300.0,250.0
Industria nxjerrese,Individual,MITROVICË,273.33,180.0
Transporti dhe magazinimi,Individual,SHTIME,232.35,250.0
Sherbimet administrative dhe mbeshtetese,SH.P.K.,FERIZAJ,367.87,348.18
Industria perpunuese,Kompani e huaj,PRISHTINË,467.7,416.67
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MITROVICË VERIORE,206.67,191.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,NOVOBËRDË,236.61,415.0
Informimi dhe komunikimi,SH.P.K.,VUSHTRRI,643.48,299.58
Aktivitetet e tjera sherbyese,Individual,ISTOG,283.02,231.52
Person Fizik,Person fizik,KAMENICË,282.45,542.77
"Aktivitetet profesionale, shkencore dhe teknike",Individual,GJAKOVË,220.56,206.79
Industria nxjerrese,SH.P.K.,KLINË,511.51,377.2
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,LIPJAN,270.0,250.0
Ndertimtaria, Konsorcium,PRISHTINË,313.69,350.87
Arsimi,Organizata Buxhetore,PRISHTINË,681.5,483.33
Arsimi,Individual,FUSHË KOSOVË,379.96,380.75
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GRAÇANICË,761.82,336.37
"Artet, Argetimi dhe rekreacioni",Individual,LIPJAN,212.86,276.08
"Aktivitetet profesionale, shkencore dhe teknike",Individual,SUHAREKË,214.93,226.02
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,PODUJEVË,204.0,200.0
Sherbimet administrative dhe mbeshtetese,Individual,DEÇAN,500.0,239.28
Aktivitetet e tjera sherbyese,Individual,LIPJAN,164.79,182.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZUBIN POTOK,200.0,200.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,ISTOG,185.66,176.83
Industria nxjerrese,SH.P.K.,GJILAN,289.74,116.96
"Artet, Argetimi dhe rekreacioni",Ortakëria e përgj.,PRISHTINË,180.0,191.2
Akomodimi dhe sherbimi ushqimor,SH.P.K.,LIPJAN,261.57,277.05
Mungon aktiviteti,OJQ,VITI,484.3,225.0
Industria nxjerrese,SH.P.K.,LIPJAN,399.86,448.0
Arsimi,Individual,PODUJEVË,209.56,190.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,FUSHË KOSOVË,250.0,275.0
Ndertimtaria,Ortakëria e përgj.,GJAKOVË,170.0,170.0
Transporti dhe magazinimi,SH.P.K.,VITI,248.58,243.23
Transporti dhe magazinimi,SH.P.K.,VITI,261.58,213.07
Arsimi,SH.P.K.,OBILIQ,552.09,620.41
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,FERIZAJ,464.95,251.9
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RANILLUG,172.5,170.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,GLLOGOC,223.44,294.81
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RANILLUG,135.0,170.0
Sherbimet administrative dhe mbeshtetese,SH.P.K.,FUSHË KOSOVË,399.36,501.81
Industria nxjerrese,Individual,PRISHTINË,375.0,400.0
Ndertimtaria,Individual,JUNIK,223.08,200.0
Informimi dhe komunikimi,Individual,DEÇAN,387.5,218.0
Ndertimtaria,SH.P.K.,KLLOKOT,643.5,420.0
Person Fizik,Person fizik,NOVOBËRDË,170.0,170.0
Sherbimet administrative dhe mbeshtetese,Individual,GJAKOVË,367.18,399.97
Transporti dhe magazinimi,Individual,LIPJAN,231.25,237.27
Mungon aktiviteti,OJQ,RAHOVEC,527.33,295.79
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLINË,405.23,299.72
Ndertimtaria,Individual,PRISHTINË,432.92,399.74
Industria perpunuese,SH.P.K.,DRAGASH,351.94,330.2
Ndertimtaria,SH.P.K.,VUSHTRRI,335.98,279.22
Ndertimtaria,Individual,SHTIME,247.54,238.31
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,PRIZREN,244.61,246.27
Bujqesia;Pylltaria dhe Peshkimi,Individual,GLLOGOC,311.41,178.33
Arsimi,Individual,PODUJEVË,187.25,183.0
Arsimi,OJQ,GJAKOVË,352.34,305.94
Ndertimtaria,Ortakëria e përgj.,VITI,176.92,250.0
Industria nxjerrese,SH.P.K.,DEÇAN,391.98,235.43
Transporti dhe magazinimi,Individual,MITROVICË,260.07,376.04
Transporti dhe magazinimi,Shoqëri akcionare,PEJË,334.04,274.1
Aktivitetet financiare dhe te sigurimit,SH.P.K.,KLINË,364.19,250.0
Aktivitetet e tjera sherbyese,SH.P.K.,SUHAREKË,308.25,256.79
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,479.83,316.42
"Aktivitetet profesionale, shkencore dhe teknike",Individual,KLINË,272.39,255.66
Ndertimtaria,Individual,JUNIK,278.48,250.0
Industria perpunuese,Individual,ZUBIN POTOK,185.0,170.0
Industria nxjerrese,Individual,PEJË,116.67,150.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MITROVICË VERIORE,205.0,204.25
"Artet, Argetimi dhe rekreacioni",SH.P.K.,MALISHEVË,452.91,200.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,VITI,180.67,217.76
Industria nxjerrese,SH.P.K.,KAMENICË,259.05,200.0
Transporti dhe magazinimi,SH.P.K.,PRIZREN,305.44,259.15
"Artet, Argetimi dhe rekreacioni",SH.P.K.,GLLOGOC,183.33,240.0
Ndertimtaria,Individual,PRISHTINË,337.51,296.13
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,DEÇAN,625.0,485.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,FERIZAJ,244.95,246.16
Aktivitetet financiare dhe te sigurimit,SH.P.K.,RAHOVEC,300.0,270.94
Ndertimtaria,Individual,MALISHEVË,250.06,275.04
Sherbimet administrative dhe mbeshtetese,Individual,PRIZREN,256.45,284.42
Ndertimtaria,Individual,ISTOG,242.5,220.43
Transporti dhe magazinimi,Individual,GLLOGOC,242.15,239.58
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLLOKOT,274.71,185.5
Aktivitetet e tjera sherbyese,SH.P.K.,SKENDERAJ,255.0,200.0
Industria perpunuese,SH.P.K.,SKENDERAJ,388.01,241.58
Aktivitetet e patundshmerise,SH.P.K.,FUSHË KOSOVË,300.11,553.35
Sherbimet administrative dhe mbeshtetese,Individual,VITI,341.36,268.06
Bujqesia;Pylltaria dhe Peshkimi,Individual,MITROVICË,203.64,170.0
Arsimi,Individual,DEÇAN,148.88,190.64
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri akcionare,GJILAN,249.77,204.83
Industria perpunuese,SH.P.K.,HANI I ELEZIT,717.69,664.86
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GLLOGOC,243.03,214.76
Ndertimtaria,SH.P.K.,MITROVICË VERIORE,263.27,250.0
Transporti dhe magazinimi,SH.P.K.,PRIZREN,382.4,333.4
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,PRISHTINË,437.76,325.16
Arsimi,Individual,PODUJEVË,223.95,194.17
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,FUSHË KOSOVË,539.81,491.89
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PRIZREN,369.1,303.23
Informimi dhe komunikimi,Individual,SUHAREKË,421.36,334.11
Industria perpunuese,Ortakëria e përgj.,PODUJEVË,250.0,250.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,GJILAN,282.35,275.08
Industria perpunuese,Individual,DRAGASH,201.21,195.38
Arsimi,Individual,PEJË,177.19,182.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PEJË,241.02,209.04
Industria nxjerrese,Individual,OBILIQ,200.0,200.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,DEÇAN,273.7,192.69
Arsimi,Individual,VITI,165.46,229.18
Person Fizik,Person fizik,PODUJEVË,420.23,311.63
Transporti dhe magazinimi,Individual,SUHAREKË,226.04,215.07
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PEJË,454.4,396.91
Ndertimtaria,Individual,SHTIME,212.75,199.35
Ndertimtaria,SH.P.K.,VITI,232.96,280.49
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,KLINË,210.0,178.57
Bujqesia;Pylltaria dhe Peshkimi,Individual,DRAGASH,237.88,178.89
Sherbimet administrative dhe mbeshtetese,SH.P.K.,PODUJEVË,316.67,328.74
Arsimi,Individual,GLLOGOC,159.81,220.31
Aktivitetet e tjera sherbyese,OJQ,GJAKOVË,235.39,214.8
Aktivitetet e tjera sherbyese,Agjension i Huaj Qeveritar,PRISHTINË,400.0,400.0
Aktivitetet e tjera sherbyese,OJQ,PRIZREN,710.32,529.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,GRAÇANICË,822.81,491.49
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SHTIME,236.67,186.67
Sherbimet administrative dhe mbeshtetese,Individual,GLLOGOC,237.8,233.69
Industria perpunuese,SH.P.K.,ZUBIN POTOK,191.31,163.04
Aktivitetet financiare dhe te sigurimit,Shoqëri akcionare,LIPJAN,442.56,116.96
Arsimi,Individual,ISTOG,162.29,240.4
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri Komandite,PRISHTINË,703.69,472.11
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PRIZREN,309.35,247.01
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,GRAÇANICË,420.43,415.54
Informimi dhe komunikimi,Individual,PEJË,206.67,219.83
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PEJË,428.35,284.8
Akomodimi dhe sherbimi ushqimor,Individual,PARTESH,170.0,300.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,OBILIQ,239.63,215.79
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,DEÇAN,279.15,245.12
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KLLOKOT,196.36,170.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PEJË,342.21,282.85
Sherbimet administrative dhe mbeshtetese,Individual,ISTOG,354.67,239.28
Transporti dhe magazinimi,Individual,DEÇAN,250.0,280.0
Industria perpunuese,Individual,MITROVICË VERIORE,166.98,209.6
Akomodimi dhe sherbimi ushqimor,Individual,VUSHTRRI,235.92,274.6
"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,PRISHTINË,639.47,495.56
Mungon aktiviteti,OJQ,SUHAREKË,316.89,235.01
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PODUJEVË,251.02,242.14
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PEJË,391.74,346.31
Bujqesia;Pylltaria dhe Peshkimi,Individual,VITI,208.46,174.55
Aktivitetet e tjera sherbyese,Individual,SKENDERAJ,246.33,242.97
Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,LIPJAN,180.0,170.0
Ndertimtaria,Individual,MITROVICË,365.87,324.76
"Aktivitetet profesionale, shkencore dhe teknike",Individual,KAMENICË,198.18,170.0
Aktivitetet e tjera sherbyese,OJQ,VUSHTRRI,564.36,392.82
Person Fizik,Person fizik,SKENDERAJ,485.7,227.5
"Aktivitetet profesionale, shkencore dhe teknike",Individual,DEÇAN,254.97,236.55
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,VUSHTRRI,643.03,397.39
Aktivitetet e tjera sherbyese,Individual,LIPJAN,172.0,164.44
Industria perpunuese,Individual,ISTOG,231.72,205.65
Ndertimtaria,Individual,RAHOVEC,294.32,239.11
Informimi dhe komunikimi,SH.P.K.,GJAKOVË,590.19,406.69
Informimi dhe komunikimi,Individual,SKENDERAJ,195.0,193.33
"Aktivitetet profesionale, shkencore dhe teknike",Individual,KAÇANIK,328.21,287.38
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,DRAGASH,550.0,300.0
Sherbimet administrative dhe mbeshtetese,Individual,RAHOVEC,170.0,177.5
Transporti dhe magazinimi,SH.P.K.,MITROVICË VERIORE,200.0,558.83
Industria perpunuese,Shoqëri akcionare,KAMENICË,325.13,267.76
"Artet, Argetimi dhe rekreacioni",OJQ,FERIZAJ,451.71,250.71
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,HANI I ELEZIT,299.71,166.67
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PRISHTINË,447.41,341.44
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,KLLOKOT,345.83,400.0
Aktivitetet financiare dhe te sigurimit,Individual,PRISHTINË,361.46,347.96
Arsimi,SH.P.K.,DEÇAN,100.0,265.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,FERIZAJ,340.63,260.93
"Aktivitetet profesionale, shkencore dhe teknike",Individual,PEJË,332.19,303.79
Industria perpunuese,Individual,VITI,192.52,179.66
Ndertimtaria,Individual,KLINË,223.48,266.36
Industria nxjerrese,SH.P.K.,KLINË,544.79,325.66
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PODUJEVË,276.0,324.5
"Artet, Argetimi dhe rekreacioni",Individual,SUHAREKË,191.43,230.0
Industria nxjerrese,SH.P.K.,VITI,484.54,367.16
Transporti dhe magazinimi,SH.P.K.,GJILAN,313.36,310.95
Sherbimet administrative dhe mbeshtetese,Individual,DRAGASH,232.0,275.0
"Artet, Argetimi dhe rekreacioni",Individual,KAÇANIK,160.0,366.67
Industria nxjerrese,SH.P.K.,DEÇAN,332.26,258.61
Ndertimtaria,SH.P.K.,VUSHTRRI,344.3,276.48
Aktivitetet e shendetit te njeriut dhe te punes sociale,Shoqëri akcionare,OBILIQ,415.6,280.72
Informimi dhe komunikimi,Individual,PRIZREN,220.7,198.46
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KLINË,259.85,227.74
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,FUSHË KOSOVË,248.82,250.1
"Aktivitetet profesionale, shkencore dhe teknike",Individual,RAHOVEC,233.25,224.86
Industria perpunuese,SH.P.K.,JUNIK,528.93,442.56
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,NOVOBËRDË,243.24,242.59
Industria perpunuese,Individual,OBILIQ,249.1,226.15
Transporti dhe magazinimi,SH.P.K.,SUHAREKË,372.94,310.39
Industria nxjerrese,SH.P.K.,MITROVICË,545.69,400.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RAHOVEC,255.68,213.39
Sherbimet administrative dhe mbeshtetese,Individual,FUSHË KOSOVË,422.32,274.88
Sherbimet administrative dhe mbeshtetese,SH.P.K.,KLINË,249.17,303.53
Sherbimet administrative dhe mbeshtetese,Individual,SUHAREKË,251.61,269.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,230.09,221.54
Bujqesia;Pylltaria dhe Peshkimi,Individual,GLLOGOC,197.57,173.33
Aktivitetet financiare dhe te sigurimit,Individual,PRIZREN,219.81,216.45
Arsimi,SH.P.K.,KAÇANIK,110.0,200.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,ISTOG,504.6,448.17
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PODUJEVË,285.61,204.08
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,FUSHË KOSOVË,307.12,217.04
Aktivitetet e patundshmerise,Individual,MALISHEVË,600.0,321.28
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLLOKOT,218.46,199.0
Industria perpunuese,SH.P.K.,GRAÇANICË,470.42,284.26
Akomodimi dhe sherbimi ushqimor,SH.P.K.,VUSHTRRI,238.01,220.8
Aktivitetet e patundshmerise,Shoqëri akcionare,GJILAN,312.07,272.5
Industria perpunuese,Individual,SHTIME,221.04,205.99
Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,SUHAREKË,278.0,230.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,266.15,292.86
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,OBILIQ,250.32,255.0
Mungon aktiviteti,OJQ,PEJË,489.74,367.05
Akomodimi dhe sherbimi ushqimor,SH.P.K.,SKENDERAJ,246.51,216.97
"Artet, Argetimi dhe rekreacioni",SH.P.K.,SHTIME,220.0,193.33
Informimi dhe komunikimi,SH.P.K.,SKENDERAJ,361.44,328.15
Informimi dhe komunikimi,Ndërmarrje shoq.,PRISHTINË,422.33,530.96
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,HANI I ELEZIT,129.83,80.01
Sherbimet administrative dhe mbeshtetese,Shoqëri akcionare,VUSHTRRI,401.13,388.89
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,OJQ,GJAKOVË,432.17,590.92
Person Fizik,Person fizik,KLINË,439.13,516.72
Bujqesia;Pylltaria dhe Peshkimi,Individual,OBILIQ,210.0,188.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,RAHOVEC,414.04,296.95
Industria nxjerrese,Individual,DEÇAN,200.0,200.0
Aktivitetet e tjera sherbyese,OJQ,GJAKOVË,172.25,185.89
Arsimi,Individual,GRAÇANICË,126.17,58.48
Sherbimet administrative dhe mbeshtetese,Individual,SUHAREKË,247.94,212.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,PRISHTINË,518.05,405.74
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,VITI,235.4,270.94
Industria nxjerrese,SH.P.K.,RAHOVEC,351.06,287.14
Akomodimi dhe sherbimi ushqimor,SH.P.K.,KLINË,242.1,210.99
Arsimi,Individual,SUHAREKË,184.35,194.55
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,HANI I ELEZIT,270.6,200.0
"Aktivitetet profesionale, shkencore dhe teknike", Odat,PRISHTINË,729.42,233.92
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PODUJEVË,200.0,164.44
Akomodimi dhe sherbimi ushqimor,SH.P.K.,MITROVICË,237.48,200.68
Sherbimet administrative dhe mbeshtetese,Individual,SUHAREKË,146.0,210.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,SUHAREKË,360.21,346.44
Informimi dhe komunikimi,Individual,FUSHË KOSOVË,278.2,450.0
Aktivitetet financiare dhe te sigurimit,Individual,PRISHTINË,372.33,397.78
"Artet, Argetimi dhe rekreacioni",OJQ,SHTIME,455.93,237.63
Bujqesia;Pylltaria dhe Peshkimi,Individual,DRAGASH,201.58,171.25
Sherbimet administrative dhe mbeshtetese,Individual,KAMENICË,170.0,170.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,DRAGASH,201.33,170.0
Informimi dhe komunikimi,Individual,GJAKOVË,629.54,316.8
Akomodimi dhe sherbimi ushqimor,Individual,NOVOBËRDË,203.42,221.67
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,FUSHË KOSOVË,302.1,200.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,GLLOGOC,250.0,240.0
Informimi dhe komunikimi,Ortakëria e përgj.,FUSHË KOSOVË,494.27,425.0
Sherbimet administrative dhe mbeshtetese,Individual,SKENDERAJ,154.44,165.0
Industria perpunuese,SH.P.K.,SKENDERAJ,338.97,248.2
Akomodimi dhe sherbimi ushqimor,SH.P.K.,KAMENICË,232.69,250.34
Akomodimi dhe sherbimi ushqimor,Individual,MITROVICË,187.63,203.95
Person Fizik,Person fizik,MITROVICË,254.73,240.61
Mungon aktiviteti,Parti Politike,MITROVICË VERIORE,583.26,328.15
Bujqesia;Pylltaria dhe Peshkimi,Individual,KLINË,248.1,203.33
"Aktivitetet profesionale, shkencore dhe teknike",Individual,DRAGASH,213.04,232.04
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,MALISHEVË,142.25,170.0
Sherbimet administrative dhe mbeshtetese,Individual,FUSHË KOSOVË,506.43,240.61
Arsimi,Shoqëri akcionare,PRISHTINË,523.25,594.29
Arsimi,SH.P.K.,VITI,180.0,233.75
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,MITROVICË,361.96,179.11
Industria perpunuese,Individual,VUSHTRRI,359.46,260.25
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,KLINË,345.0,348.8
Transporti dhe magazinimi,Individual,PRIZREN,269.04,242.44
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,KLINË,382.5,421.2
Transporti dhe magazinimi,Shoqëri akcionare,SUHAREKË,411.19,458.53
Informimi dhe komunikimi,SH.P.K.,KAMENICË,566.38,270.94
Transporti dhe magazinimi,Shoqëri akcionare,OBILIQ,329.92,328.15
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GLLOGOC,438.93,258.82
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GRAÇANICË,290.0,365.92
Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PRIZREN,170.0,170.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLINË,405.18,309.84
Aktivitetet e tjera sherbyese,OJQ,FERIZAJ,637.46,512.44
Informimi dhe komunikimi,Individual,KAMENICË,478.0,190.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,LEPOSAVIQ,230.0,360.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,MITROVICË,350.0,368.95
Aktivitetet e tjera sherbyese,OJQ,GJAKOVË,217.78,232.4
Informimi dhe komunikimi,Individual,PRISHTINË,454.58,316.53
Aktivitetet e tjera sherbyese,Organizata Buxhetore,PRISHTINË,566.3,464.62
Industria perpunuese,Individual,OBILIQ,310.71,366.69
Sherbimet administrative dhe mbeshtetese,Individual,PARTESH,200.0,200.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,302.61,255.52
Ndertimtaria,Individual,ZVEÇAN,197.5,200.0
Ndertimtaria,Individual,ZUBIN POTOK,229.17,200.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PODUJEVË,237.33,201.21
Transporti dhe magazinimi,Shoqëri akcionare,RAHOVEC,237.77,206.07
Person Fizik,Person fizik,VUSHTRRI,252.72,283.35
Akomodimi dhe sherbimi ushqimor,Individual,SHTIME,197.62,190.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,LIPJAN,350.17,364.37
Arsimi,Individual,SKENDERAJ,112.12,222.71
Aktivitetet financiare dhe te sigurimit,SH.P.K.,VITI,321.11,300.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,FERIZAJ,312.71,311.19
Industria nxjerrese,SH.P.K.,FERIZAJ,222.55,273.75
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,HANI I ELEZIT,300.0,150.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PODUJEVË,356.01,427.39
Sherbimet administrative dhe mbeshtetese,Individual,PARTESH,200.0,200.0
Akomodimi dhe sherbimi ushqimor,Individual,KAMENICË,181.49,184.5
Bujqesia;Pylltaria dhe Peshkimi,Individual,PODUJEVË,178.33,176.86
Aktivitetet e tjera sherbyese, Bashkësi Fetare,FUSHË KOSOVË,385.28,80.0
Transporti dhe magazinimi,Individual,PRIZREN,257.09,226.11
Akomodimi dhe sherbimi ushqimor,Individual,LIPJAN,189.81,200.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,NOVOBËRDË,168.57,235.0
Arsimi,Individual,GRAÇANICË,206.85,224.86
"Artet, Argetimi dhe rekreacioni",SH.P.K.,GLLOGOC,227.5,265.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,MAMUSHË,186.0,170.0
Aktivitetet e tjera sherbyese, Bashkësi Fetare,PRISHTINË,384.92,310.62
Industria perpunuese,Ortakëria e përgj.,VUSHTRRI,297.76,296.08
Ndertimtaria,SH.P.K.,HANI I ELEZIT,333.49,416.67
Akomodimi dhe sherbimi ushqimor,Individual,OBILIQ,251.17,235.19
Informimi dhe komunikimi,Individual,SUHAREKË,481.77,355.6
Transporti dhe magazinimi,SH.P.K.,HANI I ELEZIT,420.92,415.26
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,FERIZAJ,323.37,258.27
